fecha;NUMERO_NOC;FECHA_RECEPCION;FECHA_ING_RECEPCION;NUMERO_FOLIO;RUT_EMPRESARIO;DIGITO_VERIFICADOR;NOMBRE_EMPRESARIO;CODIGO_EXT_ORIGEN;ORIGEN;ID_ZONA;ZONA;CODIGO_GESTION;GESTION;ID_UNIDAD_OPERATIVA;UNIDAD_OPERATIVA;ID_PROCEDENCIA;PROCEDENCIA;ID_INTERVENCION;INTERVENCION;NUMERO_ACTA;SECUENCIA_ACTA;CODIGO_ESTADO;ESTADO_MADERA;EQUIPO;PAGO;COD_CALIBRADOR;NOMBRE_RECEPTOR;TIPO_INGRESO;AGNO_PLANTACION;FECHA_CORTE;COD_SISCOP_FSC;DES_FSC;ID_FSC;DESCRIP_FSC;COD_SISCOP_CERTFOR;DES_CERTFOR;ID_CERTFOR;DESCRIP_CERTFOR;SISCOP_PRODUCTO;ID_ESPECIE;DESC_ESPECIE;DESCRIP_PROD;LARGO_REAL;LARGO_NOMINAL;CODIGO_PRODUCTO;ID_UNIDAD;DESC_UNIDAD;VOLUMEN_RECB;VOLUMEN_M3_SSC;COD_EXT_DESTINO;DESTINO;COMPLETA;ZONA_FORESTAL_PREDIO;ZONA_FORESTAL_MOVIL;ZONA_COSECHA
2026-05-31T00:02:45;829793;2026-05-31T00:02:45;2026-05-31T00:02:45;829793;96567940-5;5;FORESTAL ARAUCO;30127;RINGAN CHICO;20;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;24;COSECHA;2077744;1;01;Fresca;CIMA7;N;96567940-5;CIMA FORESTAL;T;1993;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 5,5 - Pulpa Semi/Des(PLLF);5,5;5.5;P0550URZPLLF;1;MR;23.785;36.7;N011;PTA NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:02:53;829797;2026-05-31T00:02:53;2026-05-31T00:02:53;829797;77070090-6;6;JORGE ARCE Y CIA. LTDA.;80118;SAN ISIDRO FBB;6;FASA Zona Chillán;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2077452;1;01;Fresca;CM059;S;77070090-6;JORGE ARCE Y CIA. LTDA.;T;2010;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 3,5 - Pulpa(PLLF);3,5;3.5;P0350URCPLLF;1;MR;25.145;40.13142;N011;PTA NVA ALDEA;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán
2026-05-31T00:02:53;829797;2026-05-31T00:02:53;2026-05-31T00:02:53;829797;77070090-6;6;JORGE ARCE Y CIA. LTDA.;80118;SAN ISIDRO FBB;6;FASA Zona Chillán;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2077452;1;01;Fresca;CM059;S;77070090-6;JORGE ARCE Y CIA. LTDA.;T;2010;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,1 - Regular(CAL1);4,1;4;P0410RRCCAL1;3;MSS;77.376;77.376;N051;CN LOG NVA ALDEA;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán
2026-05-31T00:02:53;829797;2026-05-31T00:02:53;2026-05-31T00:02:53;829797;77070090-6;6;JORGE ARCE Y CIA. LTDA.;80118;SAN ISIDRO FBB;6;FASA Zona Chillán;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2077452;1;02;Quemada;CM059;S;77070090-6;JORGE ARCE Y CIA. LTDA.;T;2010;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA Q - 2,65 - Podado(CAL1);2,65;2.6;P0265LRCCAL1;3;MSS;65.448;65.448;N051;CN LOG NVA ALDEA;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán
2026-05-31T00:02:53;829797;2026-05-31T00:02:53;2026-05-31T00:02:53;829797;77070090-6;6;JORGE ARCE Y CIA. LTDA.;80118;SAN ISIDRO FBB;6;FASA Zona Chillán;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2077452;1;02;Quemada;CM059;S;77070090-6;JORGE ARCE Y CIA. LTDA.;T;2010;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA Q - 4 - Pulpa(PLLF);4;4;P0400NRCPLLF;1;MR;93.295;143.954185;N014;CP TRUPAN;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán
2026-05-31T00:02:53;829797;2026-05-31T00:02:53;2026-05-31T00:02:53;829797;77070090-6;6;JORGE ARCE Y CIA. LTDA.;80118;SAN ISIDRO FBB;6;FASA Zona Chillán;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2077452;1;02;Quemada;CM059;S;77070090-6;JORGE ARCE Y CIA. LTDA.;T;2010;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA Q - 4,1 - Regular(CAL1);4,1;4;P0410MRCCAL1;3;MSS;23.278;23.278;N051;CN LOG NVA ALDEA;SI;FASA Zona Chillán;FASA Zona Chillán;FASA Zona Chillán
2026-05-31T00:05:21;829798;2026-05-31T00:05:21;2026-05-31T00:05:21;829798;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30890;QUEMAS LB-1 ,LAS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2078200;1;01;Fresca;NEG2;S;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;2012;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;EUNI;EUNI - 3 - Pulpa Variable(PLVA);3;3;E0300UNCPLVA;1;MR;20.41;25.308;S010;CP VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:05:21;829798;2026-05-31T00:05:21;2026-05-31T00:05:21;829798;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30890;QUEMAS LB-1 ,LAS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;12;COSECHA;2078200;1;01;Fresca;NEG2;S;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;2012;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;EUNI;EUNI - 6 - Pulpa(15MA);6;6;E0600UNC15MA;1;MR;418.279;610.687;S010;CP VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:05:22;829794;2026-05-31T00:05:22;2026-05-31T00:05:22;829794;96567940-5;5;FORESTAL ARAUCO;20233;MUNDO NUEVO P-43 44P;15;FASA Zona Arauco;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;24;COSECHA;2077080;1;01;Fresca;CIMA14;;96567940-5;CIMA FORESTAL;T;2006,2007;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 2,65 - Regular(CAL1);2,65;2.6;P0265RRCCAL1;3;MSS;3.15;3.15;C033;CN HORCONES;SI;FASA Zona Arauco;FASA Zona Arauco;FASA Zona Arauco
2026-05-31T00:05:22;829794;2026-05-31T00:05:22;2026-05-31T00:05:22;829794;96567940-5;5;FORESTAL ARAUCO;20233;MUNDO NUEVO P-43 44P;15;FASA Zona Arauco;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;24;COSECHA;2077080;1;01;Fresca;CIMA14;;96567940-5;CIMA FORESTAL;T;2006,2007;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4 - Pulpa(PLLF);4;4;P0400URCPLLF;1;MR;56.075;84;C020;CP ARAUCO;SI;FASA Zona Arauco;FASA Zona Arauco;FASA Zona Arauco
2026-05-31T00:05:22;829794;2026-05-31T00:05:22;2026-05-31T00:05:22;829794;96567940-5;5;FORESTAL ARAUCO;20233;MUNDO NUEVO P-43 44P;15;FASA Zona Arauco;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;24;COSECHA;2077080;1;01;Fresca;CIMA14;;96567940-5;CIMA FORESTAL;T;2006,2007;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,1 - Regular(CAL1);4,1;4;P0410RRCCAL1;3;MSS;49.2;49.2;N051;CN LOG NVA ALDEA;SI;FASA Zona Arauco;FASA Zona Arauco;FASA Zona Arauco
2026-05-31T00:05:22;829794;2026-05-31T00:05:22;2026-05-31T00:05:22;829794;96567940-5;5;FORESTAL ARAUCO;20233;MUNDO NUEVO P-43 44P;15;FASA Zona Arauco;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;24;COSECHA;2077080;1;01;Fresca;CIMA14;;96567940-5;CIMA FORESTAL;T;2006,2007;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 5 - Regular(CAL1);5;4.9;P0500RRCCAL1;3;MSS;94.36;94.36;C033;CN HORCONES;SI;FASA Zona Arauco;FASA Zona Arauco;FASA Zona Arauco
2026-05-31T00:05:22;829799;2026-05-31T00:05:22;2026-05-31T00:05:22;829799;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30764;BOLDOS P-58 ,LOS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2077361;1;01;Fresca;PCNY3;;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;1997,2000;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 2,65 - Regular Semi/Des(CAL1);2,65;2.6;P0265RRZCAL1;3;MSS;62.424;62.424;N051;CN LOG NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:05:22;829799;2026-05-31T00:05:22;2026-05-31T00:05:22;829799;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30764;BOLDOS P-58 ,LOS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2077361;1;01;Fresca;PCNY3;;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;1997,2000;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,1 - Regular Semi/Des(CAL1);4,1;4;P0410RRZCAL1;3;MSS;25.201;25.201;S012;CN VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:05:22;829799;2026-05-31T00:05:22;2026-05-31T00:05:22;829799;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30764;BOLDOS P-58 ,LOS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2077361;1;01;Fresca;PCNY3;;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;1997,2000;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,6 - Regular Semi/Des(CAL1);4,6;4.5;P0460RRZCAL1;3;MSS;87.48;87.48;S012;CN VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:05:22;829799;2026-05-31T00:05:22;2026-05-31T00:05:22;829799;77224300-6;6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;30764;BOLDOS P-58 ,LOS;19;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2077361;1;01;Fresca;PCNY3;;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;T;1997,2000;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 5,5 - Pulpa Semi/Des(PLLF);5,5;5.5;P0550URZPLLF;1;MR;12.984;20.034;N011;PTA NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 2,65 - Podado Semi/Des(CAL1);2,65;2.6;P0265PRZCAL1;3;MSS;0.63;0.63;N051;CN LOG NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 2,65 - Regular Semi/Des(CAL1);2,65;2.6;P0265RRZCAL1;3;MSS;10.08;10.08;N051;CN LOG NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 3 - Pulpa Variable Semi/Des(PLVA);3;3;P0300URZPLVA;1;MR;7.592;9.619;N011;PTA NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,1 - Regular Semi/Des(CAL1);4,1;4;P0410RRZCAL1;3;MSS;21.995;21.995;S012;CN VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 4,6 - Regular Semi/Des(CAL1);4,6;4.5;P0460RRZCAL1;3;MSS;130.746;130.746;S012;CN VALDIVIA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
2026-05-31T00:07:30;829800;2026-05-31T00:07:30;2026-05-31T00:07:30;829800;77536620-6;6;FORESTAL SAN AGUSTIN LTDA.;30688;CUFEO H-166;22;FASA Zona Valdivia;PROB;PRODUCCION EN BOSQUE;5;COSECHA;2;Produccion;33;COSECHA;2076834;1;01;Fresca;TSA1;S;77536620-6;SAN AGUSTIN FORESTAL;T;1997;2026-05-30T16:00:00;1;FSC;1;FSC 100%-SA-FM/COC-004173;2;CERTFOR;1;100% CERTIFICADO CERTFOR-CL21/819943415;0;0;PIRA;PIRA - 5,5 - Pulpa Semi/Des(PLLF);5,5;5.5;P0550URZPLLF;1;MR;32.459;50.084;N011;PTA NVA ALDEA;SI;FASA Zona Valdivia;FASA Zona Valdivia;FASA Zona Valdivia
